"主需求类别","兼具需求类别","软硬件属性","分类依据","分类置信度","项目ID","省份","省内城市区域","项目名称","项目类型","项目阶段","是否直接侦测反制相关","发包采购单位","项目金额","金额万元","承建中标单位","中标公告时间","年份","来源等级","字段完整度","来源链接","证据摘要","核验备注","设备名称清单","设备类型清单","设备数量清单","设备规格型号清单","设备品牌清单","设备明细完整度","设备明细来源","设备明细备注"
"日常巡防需求","无明显兼具类别","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2025-0030","黑龙江","丰林","丰林县公安局 无人机反制 装备比价比价采购 成交公告 2025年11月7日","侦测反制装备","中标/成交结果","是","丰林县公安局","公开信息未披露","","公开信息未披露","2025年11月7日","2025","B-公开转载/行业平台","较完整","https://www.jianyu360.cn/nologin/content/ABCY1xrdikFGSg7JGd0dXUJJSQ4QCFjYXx0KTggOSEwXlVwHAFUCXE%3D.html","丰林县公安局 无人机反制 装备比价比价采购 成交公告 2025年11月7日 - 1. 供应商 需要提供相关 无人机 反制类产品相关业绩(提供证明材料或公示信息造假必追责) .采购单位:丰林县公安局 报价截止时间:2025-11-07 09:00:00 项目... www.jianyu360.cn 反馈","继承原库并规则复核","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","无明显兼具类别","硬件设备/装备","含敏感目标或重点设施关键词","高","LA-2025-0031","黑龙江","未识别","某部无人机及反制设备采购项目","侦测反制装备","中标/成交结果","是","某部","公开信息未披露","","公开信息未披露","2025年7月31日","2025","B-公开转载/行业平台","较完整","https://hlj.bidcenter.com.cn/zbcontent-370836117-4.html","黑龙江招标网转载结果公示显示：某部无人机及反制设备采购项目，中标结果公示发布时间2025年7月31日；中标单位公开摘要未披露。","修正：原发包采购单位字段误入“受业主委托”平台语，按项目标题更正为某部","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2026-0032","黑龙江","绥化","绥化市公安局无人机与无人机反制设备采购项目","侦测反制装备","中标/成交结果","是","绥化市公安局","157.8189 万元","157.8189","黑龙江省铭腾科技有限公司","2026-01-16","2026","B-公开转载/行业平台","完整","https://m.sohu.com/a/976721051_122434053","公开转载的中标结果披露：无人机固定侦测、固定反制、手持反制、手持无源侦测等标的，总金额1578189元。","人工核验补充；待回溯黑龙江政府采购原文","无人机反制设备","侦测探测设备","无人机反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"重大活动保障需求","日常巡防需求","服务/租赁/咨询","含赛事/活动/安保保障/阵地租赁关键词","高","LA-2025-0033","湖北","武汉","武汉东湖新技术开发区分局光谷马拉松无人机反制租赁服务项目","侦测反制服务/租赁","中标/成交结果","是","武汉东湖新技术开发区分局","公开信息未披露","","武汉优一硕智能应用科技有限公司","2025-10-20","2025","B-公开转载/行业平台","较完整","https://www.bbda.com/bidList/k1295","公开招投标信息披露：光谷马拉松无人机反制租赁服务，供应商武汉优一硕智能应用科技有限公司。","补充检索新增；重大活动保障类","无人机反制租赁服务","侦测反制装备/设备","无人机反制租赁服务：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"重大活动保障需求","日常巡防需求","服务/租赁/咨询","含公安巡防/常态监管关键词","低","LA-2026-0034","湖南","长沙","长沙市公安局天心分局警保卫大队关于无人机反制服务的竞价竞价成交公告","侦测反制服务/租赁","中标/成交结果","是","公开信息未披露","公开信息未披露","","公开信息未披露","2026年01月28日","2026","B-公开转载/行业平台","待复核","https://www.chinamae.com/purchases/e6acdaa5c2b53548354b67324ab1c7e8.html","长沙市公安局天心分局警保卫大队关于 无人机反制 服务的竞价竞价 成交公告 2026年1月28日 - 序号 标的 名称 品牌 规格型号 数量 单价(元) 成交 金额(元) 报价明细 1 无人机 反制服务 - - 39天 1278.00 49842.00 需求响应: 无人机 反制服务.衡阳市南... www.chinamae.com 反馈","依据项目名/采购人/证据摘要从[北京]校正为[湖南]","无人机反制服务","侦测反制装备/设备","无人机反制服务：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","未命中特定场景，按低空常态监测默认归入日常巡防","高","LA-2024-0035","吉林","未识别","无人机反制 设备 中标 结果-采招网 2024年5月13日","侦测反制装备","中标/成交结果","是","公开信息未披露","48.2800 万元","48.28","公开信息未披露","2024年5月13日","2024","B-公开转载/行业平台","较完整","https://www.bidcenter.com.cn/newscontent-284812772-4.html","无人机反制 设备 中标 结果-采招网 2024年5月13日 - 2024年05月11日总成交金额:48.28(万元)成交供应商名称:吉林省润宣安防科技有限公司成交供应商地址:吉林省长春市朝....2.1台手持式 无人机 定位设... www.bidcenter.com.cn 反馈","继承原库并规则复核","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2024-0036","江苏","常州","常州市公安局2024年无人机侦测反制设备采购项目","侦测反制装备","中标/成交结果","是","常州市公安局","193.9000 万元","193.9","南京金护警用装备有限公司","2024-07-29","2024","A-官方公告/公共资源","完整","https://zfcg.changzhou.gov.cn/html/ns/class_fscg_zbgg/898718001419495.html","常州市政府采购网中标公告披露：项目编号JSZC-320400-JZCG-G2024-0259，中标金额1939000元。","人工核验补充","无人机侦测反制设备","侦测反制装备/设备","无人机侦测反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","软硬件综合/系统平台","含公安巡防/常态监管关键词","高","LA-2024-0037","江苏","泰州","泰州市公安局巡特警支队无人机侦测反制设备采购项目","侦测反制装备","中标/成交结果","是","泰州市公安局（机关）","78.8000 万元","78.8","广州华警安防科技发展有限公司","2024-09-12","2024","A-官方公告/公共资源","完整","https://czj.taizhou.gov.cn/tzzfcgw/cgxx/sjcgxx/zbcjjggg/cjgg/art/2024/art_b69d7a2834914873a79ded08916bbd97.html","泰州市政府采购网成交公告披露：固定式无人机侦测反制设备，中标/成交金额788000元。","人工核验补充","固定式无人机侦测反制设备","固定式反制/防御设备","固定式无人机侦测反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","未命中特定场景，按低空常态监测默认归入日常巡防","低","LA-2024-0038","江苏","未识别","2024年无人机侦测反制设备采购项目中标公告","侦测反制装备","中标/成交结果","是","公开信息未披露","公开信息未披露","","公开信息未披露","2024-07-29","2024","B-公开转载/行业平台","待复核","https://www.zhiliaobiaoxun.com/detail/444740462b2E5CE70DEa.html","2024年 无人机 侦测 反制设备 采购项目 中标公告 _江苏中标-知了标讯 2024年7月29日 - 无人机 侦测 反制设备 基本信息.南京金护警用装备有限公司 中标 联系人.二、项目名称:2024年无人机侦测 反制设备 采购项目... www.zhiliaobiaoxun.com 反馈","依据项目名/采购人/证据摘要从[北京]校正为[江苏]","无人机侦测反制设备","侦测反制装备/设备","无人机侦测反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","未命中特定场景，按低空常态监测默认归入日常巡防","低","LA-2024-0039","江苏","未识别","中国电信 中标 结果: 太湖之鹰 无人机 及 反制 设备采购项目 中标公告 _股票... 2024年11月26日","侦测反制装备","中标/成交结果","是","公开信息未披露","公开信息未披露","","公开信息未披露","2024年11月26日","2024","B-公开转载/行业平台","待复核","https://stock.stockstar.com/RB2024112600036112.shtml","中国电信 中标 结果: 太湖之鹰 无人机 及 反制 设备采购项目 中标公告 _股票... 2024年11月26日 - 二、项目名称: 太湖之鹰 无人机 及 反制 设备采购项目.序号 供应商名称 社会信用代码 供应商地址 评审总得分 中标 /成交金额 1 中国电信股份有限公... stock.stockstar.com 反馈","继承原库并规则复核","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
